section,entry_type,jp,kana,meaning,example_jp,example_ko,extra_json,raw_ocr,level
명사,noun,薬,くすり,약,,,,薬 약 くすり,N5
명사,noun,果物,くだもの,과일,,,,果物 과일 くだもの,N5
명사,noun,口,くち,입,,,,口 입 くち,N5
명사,noun,靴,くつ,"신발, 구두",,,,靴 신발 구두 くつ,N5
명사,noun,靴下,くつした,양말,,,,靴下 양말 くつした,N5
명사,noun,国,くに,나라,,,,国 나라 くに,N5
명사,noun,車,くるま,자동차,,,,車 자동차 くるま,N5
명사,noun,警官,けいかん,"경관, 경찰관",,,,警官 경관 경찰관 けいかん,N5
명사,noun,今朝,けさ,오늘 아침,,,,今朝 오늘 아침 けさ,N5
명사,noun,結婚,けっこん,결혼,,,,結婚 결혼 けっこん,N5
명사,noun,公園,こうえん,공원,,,,公園 공원 こうえん,N5
명사,noun,紅茶,こうちゃ,홍차,,,,紅茶 홍차 こうちゃ,N5
명사,noun,交番,こうばん,파출소,,,,交番 파출소 こうばん,N5
명사,noun,声,こえ,목소리,,,,声 목소리 こえ,N5
명사,noun,ここ,ここ,"여기, 이곳",,,,ここ 여기 이곳,N5
명사,noun,午後,ごご,오후,,,,午後 오후 ごご,N5
명사,noun,午前,ごぜん,오전,,,,午前 오전 ごぜん,N5
명사,noun,こちら,こちら,이쪽,,,,こちら 이쪽,N5
명사,noun,今年,ことし,"금년, 올해",,,,今年 금년 올해 ことし,N5
명사,noun,子ども,こども,"어린이, 아이",,,,子ども 어린이 아이 こども,N5
명사,noun,ご飯,ごはん,밥,,,,ご飯 밥 ごはん,N5
명사,noun,これ,これ,이것,,,,これ 이것,N5
명사,noun,今月,こんげつ,이번 달,,,,今月 이번 달 こんげつ,N5
명사,noun,今週,こんしゅう,이번 주,,,,今週 이번 주 こんしゅう,N5
명사,noun,今晩,こんばん,오늘 밤,,,,今晩 오늘 밤 こんばん,N5
명사,noun,最後,さいご,"최후, 마지막",,,,最後 최후 마지막 さいご,N5
명사,noun,財布,さいふ,지갑,,,,財布 지갑 さいふ,N5
명사,noun,魚,さかな,"생선, 물고기",,,,魚 생선 물고기 さかな,N5
명사,noun,先,さき,먼저,,,,先 먼저 さき,N5
명사,noun,作文,さくぶん,작문,,,,作文 작문 さくぶん,N5
명사,noun,雑誌,ざっし,잡지,,,,雑誌 잡지 ざっし,N5
명사,noun,散歩,さんぽ,산책,,,,散歩 산책 さんぽ,N5
명사,noun,塩,しお,소금,,,,塩 소금 しお,N5
명사,noun,時間,じかん,시간,,,,時間 시간 じかん,N5
명사,noun,仕事,しごと,"일, 업무",,,,仕事 일 업무 しごと,N5
명사,noun,辞書,じしょ,사전,,,,辞書 사전 じしょ,N5
명사,noun,下,した,아래,,,,下 아래 した,N5
명사,noun,写真,しゃしん,사진,,,,写真 사진 しゃしん,N5
명사,noun,宿題,しゅくだい,숙제,,,,宿題 숙제 しゅくだい,N5
명사,noun,食堂,しょくどう,식당,,,,食堂 식당 しょくどう,N5
명사,noun,新聞,しんぶん,신문,,,,新聞 신문 しんぶん,N5
명사,noun,すし,すし,초밥,,,,すし 초밥,N5
명사,noun,背,せ,"키, 신장",,,,背 키 신장 せ,N5
명사,noun,生徒,せいと,학생,,,,生徒 학생 せいと,N5
명사,noun,せっけん,せっけん,비누,,,,せっけん 비누,N5
명사,noun,千,せん,"천 (1,000)",,,,千 천 せん,N5
명사,noun,先月,せんげつ,지난달,,,,先月 지난달 せんげつ,N5
명사,noun,先週,せんしゅう,지난주,,,,先週 지난주 せんしゅう,N5
명사,noun,先生,せんせい,선생님,,,,先生 선생님 せんせい,N5
명사,noun,そこ,そこ,"거기, 그곳",,,,そこ 거기 그곳,N5
명사,noun,そちら,そちら,그쪽,,,,そちら 그쪽,N5
명사,noun,外,そと,바깥,,,,外 바깥 そと,N5
명사,noun,側,そば,"옆, 곁",,,,側 옆 곁 そば,N5
명사,noun,そば,そば,메밀국수,,,,そば 메밀국수,N5
명사,noun,空,そら,하늘,,,,空 하늘 そら,N5
명사,noun,それ,それ,그것,,,,それ 그것,N5
명사,noun,大学,だいがく,대학,,,,大学 대학 だいがく,N5
명사,noun,台所,だいどころ,부엌,,,,台所 부엌 だいどころ,N5
명사,noun,建物,たてもの,건물,,,,建物 건물 たてもの,N5
명사,noun,たばこ,たばこ,담배,,,,たばこ 담배,N5
명사,noun,食べ物,たべもの,음식,,,,食べ物 음식 たべもの,N5
명사,noun,たまご,たまご,계란,,,,たまご 계란,N5
명사,noun,だれ,だれ,누구,,,,だれ 누구,N5
명사,noun,誕生日,たんじょうび,생일,,,,誕生日 생일 たんじょうび,N5
명사,noun,近く,ちかく,"근처, 부근",,,,近く 근처 부근 ちかく,N5
명사,noun,地下鉄,ちかてつ,지하철,,,,地下鉄 지하철 ちかてつ,N5
명사,noun,地図,ちず,지도,,,,地図 지도 ちず,N5
명사,noun,父,ちち,아버지,,,,父 아버지 ちち,N5
명사,noun,鳥,とり,새,,,,鳥 새 とり,N5
명사,noun,次,つぎ,다음,,,,次 다음 つぎ,N5
명사,noun,鶏肉,とりにく,닭고기,,,,鶏肉 닭고기 とりにく,N5
명사,noun,どれ,どれ,어느 것,,,,どれ 어느 것,N5
명사,noun,机,つくえ,책상,,,,机 책상 つくえ,N5
명사,noun,作り方,つくりかた,만드는 법,,,,作り方 만드는 법 つくりかた,N5
명사,noun,手,て,손,,,,手 손 て,N5
명사,noun,手紙,てがみ,편지,,,,手紙 편지 てがみ,N5
명사,noun,中,なか,"가운데, 안",,,,中 가운데 안 なか,N5
명사,noun,出口,でぐち,출구,,,,出口 출구 でぐち,N5
명사,noun,天気,てんき,날씨,,,,天気 날씨 てんき,N5
명사,noun,電気,でんき,전기,,,,電気 전기 でんき,N5
명사,noun,電車,でんしゃ,전철,,,,電車 전철 でんしゃ,N5
명사,noun,電話,でんわ,전화,,,,電話 전화 でんわ,N5
명사,noun,動物,どうぶつ,동물,,,,動物 동물 どうぶつ,N5
명사,noun,時計,とけい,시계,,,,時計 시계 とけい,N5
명사,noun,どこ,どこ,어디,,,,どこ 어디,N5
명사,noun,所,ところ,"장소, 곳",,,,所 장소 곳 ところ,N5
명사,noun,年,とし,"해, 나이",,,,年 해 나이 とし,N5
명사,noun,図書館,としょかん,도서관,,,,図書館 도서관 としょかん,N5
명사,noun,どちら,どちら,어느 쪽,,,,どちら 어느 쪽,N5
명사,noun,どなた,どなた,어느 분,,,,どなた 어느 분,N5
명사,noun,となり,となり,"옆, 이웃",,,,となり 옆 이웃,N5
명사,noun,友だち,ともだち,친구,,,,友だち 친구 ともだち,N5
명사,noun,夏,なつ,여름,,,,夏 여름 なつ,N5
명사,noun,夏休み,なつやすみ,여름 방학,,,,夏休み 여름 방학 なつやすみ,N5
명사,noun,何,なに,무엇,,,,何 무엇 なに,N5
명사,noun,名前,なまえ,이름,,,,名前 이름 なまえ,N5
명사,noun,肉,にく,고기,,,,肉 고기 にく,N5
명사,noun,西,にし,서쪽,,,,西 서쪽 にし,N5
명사,noun,日本語,にほんご,일본어,,,,日本語 일본어 にほんご,N5
명사,noun,日本人,にほんじん,일본인,,,,日本人 일본인 にほんじん,N5
명사,noun,庭,にわ,정원,,,,庭 정원 にわ,N5
명사,noun,猫,ねこ,고양이,,,,猫 고양이 ねこ,N5
명사,noun,飲み物,のみもの,"음료, 마실 것",,,,飲み物 음료 마실 것 のみもの,N5
명사,noun,歯,は,이 (치아),,,,歯 이(치아) は,N5
명사,noun,灰皿,はいざら,재떨이,,,,灰皿 재떨이 はいざら,N5
명사,noun,葉書,はがき,엽서,,,,葉書 엽서 はがき,N5
명사,noun,二十歳,はたち,스무 살,,,,二十歳 스무 살 はたち,N5
명사,noun,鼻,はな,코,,,,鼻 코 はな,N5
명사,noun,花,はな,꽃,,,,花 꽃 はな,N5
명사,noun,話,はなし,이야기,,,,話 이야기 はなし,N5
명사,noun,母,はは,어머니,,,,母 어머니 はは,N5
명사,noun,春,はる,봄,,,,春 봄 はる,N5
명사,noun,番号,ばんごう,번호,,,,番号 번호 ばんごう,N5
명사,noun,晩ご飯,ばんごはん,저녁밥,,,,晩ご飯 저녁밥 ばんごはん,N5
명사,noun,半分,はんぶん,절반,,,,半分 절반 はんぶん,N5
명사,noun,東,ひがし,동쪽,,,,東 동쪽 ひがし,N5
명사,noun,飛行機,ひこうき,비행기,,,,飛行機 비행기 ひこうき,N5
명사,noun,人,ひと,사람,,,,人 사람 ひと,N5
명사,noun,百,ひゃく,백 (100),,,,百 백 (100) ひゃく,N5
명사,noun,百点,ひゃくてん,백점,,,,百点 백점 ひゃくてん,N5
명사,noun,病院,びょういん,병원,,,,病院 병원 びょういん,N5
명사,noun,病気,びょうき,병,,,,病気 병 びょうき,N5
명사,noun,昼,ひる,낮,,,,昼 낮 ひる,N5
명사,noun,昼ご飯,ひるごはん,점심밥,,,,昼ご飯 점심밥 ひるごはん,N5
명사,noun,服,ふく,옷,,,,服 옷 ふく,N5
명사,noun,冬,ふゆ,겨울,,,,冬 겨울 ふゆ,N5
명사,noun,部屋,へや,방,,,,部屋 방 へや,N5
명사,noun,勉強,べんきょう,공부,,,,勉強 공부 べんきょう,N5
명사,noun,方,ほう,"방향, 쪽",,,,方 방향 쪽 ほう,N5
명사,noun,帽子,ぼうし,모자,,,,帽子 모자 ぼうし,N5
명사,noun,ほか,ほか,"외, 다른 것",,,,ほか 외 다른 것,N5
명사,noun,本,ほん,책,,,,本 책 ほん,N5
명사,noun,毎朝,まいあさ,매일 아침,,,,毎朝 매일 아침 まいあさ,N5
명사,noun,毎月,まいげつ,매월,,,,毎月 매월 まいげつ,N5
명사,noun,毎週,まいしゅう,매주,,,,毎週 매주 まいしゅう,N5
명사,noun,毎日,まいにち,매일,,,,毎日 매일 まいにち,N5
명사,noun,毎年,まいねん,매년,,,,毎年 매년 まいねん,N5
명사,noun,毎晩,まいばん,매일 밤,,,,毎晩 매일 밤 まいばん,N5
명사,noun,前,まえ,"앞, 전",,,,前 앞 전 まえ,N5
명사,noun,町,まち,마을,,,,町 마을 まち,N5
명사,noun,窓,まど,"창, 창문",,,,窓 창 창문 まど,N5
명사,noun,右,みぎ,오른쪽,,,,右 오른쪽 みぎ,N5
명사,noun,水,みず,물,,,,水 물 みず,N5
명사,noun,店,みせ,가게,,,,店 가게 みせ,N5
명사,noun,道,みち,길,,,,道 길 みち,N5
명사,noun,緑,みどり,초록,,,,緑 초록 みどり,N5
명사,noun,みなさん,みなさん,여러분,,,,みなさん 여러분,N5
명사,noun,南,みなみ,남쪽,,,,南 남쪽 みなみ,N5
명사,noun,耳,みみ,귀,,,,耳 귀 みみ,N5
명사,noun,みんな,みんな,"모두, 전원",,,,みんな 모두 전원,N5
명사,noun,目,め,눈 (신체),,,,目 눈(신체) め,N5
명사,noun,めがね,めがね,안경,,,,めがね 안경,N5
명사,noun,物,もの,물건,,,,物 물건 もの,N5
명사,noun,門,もん,문,,,,門 문 もん,N5
명사,noun,問題,もんだい,문제,,,,問題 문제 もんだい,N5
명사,noun,来年,らいねん,내년,,,,来年 내년 らいねん,N5
명사,noun,留学生,りゅうがくせい,유학생,,,,留学生 유학생 りゅうがくせい,N5
명사,noun,料理,りょうり,요리,,,,料理 요리 りょうり,N5
명사,noun,練習,れんしゅう,연습,,,,練習 연습 れんしゅう,N5
명사,noun,私,わたし,"나, 저",,,,私 나 わたし,N5
명사,noun,八百屋,やおや,채소 가게,,,,八百屋 채소 가게 やおや,N5
명사,noun,野菜,やさい,채소,,,,野菜 채소 やさい,N5
명사,noun,休み,やすみ,"휴일, 쉬는 시간",,,,休み 휴일 쉬는 시간 やすみ,N5
명사,noun,山,やま,산,,,,山 산 やま,N5
명사,noun,夕方,ゆうがた,저녁,,,,夕方 저녁 ゆうがた,N5
명사,noun,夕飯,ゆうはん,저녁밥,,,,夕飯 저녁밥 ゆうはん,N5
명사,noun,雪,ゆき,눈 (날씨),,,,雪 눈(날씨) ゆき,N5
명사,noun,洋服,ようふく,양복,,,,洋服 양복 ようふく,N5
명사,noun,横,よこ,옆,,,,横 옆 よこ,N5
명사,noun,夜,よる,밤,,,,夜 밤 よる,N5
명사,noun,来月,らいげつ,다음 달,,,,来月 다음 달 らいげつ,N5
명사,noun,来週,らいしゅう,다음 주,,,,来週 다음 주 らいしゅう,N5
조수사,counter,一、二、三...,いち/に/さん/...,숫자 세는 법,,,"{""counter_table"": [""一 いち"", ""二 に"", ""三 さん"", ""四 よん/し"", ""五 ご"", ""六 ろく"", ""七 なな/しち"", ""八 はち"", ""九 きゅう/く"", ""十 じゅう""]}",숫자 세는 법,N5
조수사,counter,~回,かい,"~회, ~번",,,"{""counter_table"": [""一回 いっかい"", ""二回 にかい"", ""三回 さんかい"", ""四回 よんかい"", ""五回 ごかい"", ""六回 ろっかい"", ""七回 ななかい"", ""八回 はっかい"", ""九回 きゅうかい"", ""十回 じゅっかい""]}",~回(かい) ~회 번,N5
조수사,counter,~つ,つ,~개 (사물을 셀 때),,,"{""counter_table"": [""一つ ひとつ"", ""二つ ふたつ"", ""三つ みっつ"", ""四つ よっつ"", ""五つ いつつ"", ""六つ むっつ"", ""七つ ななつ"", ""八つ やっつ"", ""九つ ここのつ"", ""十 とお"", ""いくつ 몇 개""]}",~つ ~개,N5
조수사,counter,~個,こ,~개 (작은 사물을 셀 때),,,"{""counter_table"": [""一個 いっこ"", ""二個 にこ"", ""三個 さんこ"", ""四個 よんこ"", ""五個 ごこ"", ""六個 ろっこ"", ""七個 ななこ"", ""八個 はっこ"", ""九個 きゅうこ"", ""十個 じゅっこ""]}",~個(こ) ~개,N5
조수사,counter,~階,かい,~층,,,"{""counter_table"": [""一階 いっかい"", ""二階 にかい"", ""三階 さんかい/さんがい"", ""四階 よんかい"", ""五階 ごかい"", ""六階 ろっかい"", ""七階 ななかい"", ""八階 はっかい"", ""九階 きゅうかい"", ""十階 じゅっかい""]}",~階(かい/がい) ~층,N5
조수사,counter,~年,ねん,~년,,,"{""counter_table"": [""一年 いちねん"", ""二年 にねん"", ""三年 さんねん"", ""四年 よねん"", ""五年 ごねん"", ""六年 ろくねん"", ""七年 ななねん/しちねん"", ""八年 はちねん"", ""九年 きゅうねん"", ""十年 じゅうねん""]}",~年(ねん) ~년,N5
조수사,counter,~円,えん,~엔,,,"{""counter_table"": [""一円 いちえん"", ""二円 にえん"", ""三円 さんえん"", ""四円 よえん"", ""五円 ごえん"", ""六円 ろくえん"", ""七円 ななえん"", ""八円 はちえん"", ""九円 きゅうえん"", ""十円 じゅうえん""]}",~円(えん),N5
조수사,counter,~番,ばん,~번,,,"{""counter_table"": [""一番 いちばん"", ""二番 にばん"", ""三番 さんばん"", ""四番 よんばん"", ""五番 ごばん"", ""六番 ろくばん"", ""七番 ななばん"", ""八番 はちばん"", ""九番 きゅうばん"", ""十番 じゅうばん""]}",~番(ばん) ~번,N5
조수사,counter,~月,がつ,~월,,,"{""counter_table"": [""一月 いちがつ"", ""二月 にがつ"", ""三月 さんがつ"", ""四月 しがつ"", ""五月 ごがつ"", ""六月 ろくがつ"", ""七月 しちがつ"", ""八月 はちがつ"", ""九月 くがつ"", ""十月 じゅうがつ"", ""十一月 じゅういちがつ"", ""十二月 じゅうにがつ""]}",~月(がつ) ~월,N5
조수사,counter,~日,にち,~일,,,"{""counter_table"": [""一日 ついたち"", ""二日 ふつか"", ""三日 みっか"", ""四日 よっか"", ""五日 いつか"", ""六日 むいか"", ""七日 なのか"", ""八日 ようか"", ""九日 ここのか"", ""十日 とおか"", ""二十日 はつか""]}",~日(にち) ~일,N5
조수사,counter,~時,じ,~시,,,"{""counter_table"": [""一時 いちじ"", ""二時 にじ"", ""三時 さんじ"", ""四時 よじ"", ""五時 ごじ"", ""六時 ろくじ"", ""七時 しちじ"", ""八時 はちじ"", ""九時 くじ"", ""十時 じゅうじ"", ""十一時 じゅういちじ"", ""十二時 じゅうにじ""]}",~時(じ) ~시,N5
조수사,counter,~分,ふん/ぷん,~분,,,"{""counter_table"": [""一分 いっぷん"", ""二分 にふん"", ""三分 さんぷん"", ""四分 よんぷん"", ""五分 ごふん"", ""六分 ろっぷん"", ""七分 ななふん"", ""八分 はっぷん"", ""九分 きゅうふん"", ""十分 じゅっぷん""]}",~分(ふん/ぷん) ~분,N5
조수사,counter,~曜日,ようび,~요일,,,"{""counter_table"": [""日曜日 にちようび"", ""月曜日 げつようび"", ""火曜日 かようび"", ""水曜日 すいようび"", ""木曜日 もくようび"", ""金曜日 きんようび"", ""土曜日 どようび""]}",~曜日(ようび) ~요일,N5
조수사,counter,~杯,はい/ぱい,"~잔, ~공기",,,"{""counter_table"": [""一杯 いっぱい"", ""二杯 にはい"", ""三杯 さんばい"", ""四杯 よんはい"", ""五杯 ごはい"", ""六杯 ろっぱい"", ""七杯 ななはい"", ""八杯 はっぱい"", ""九杯 きゅうはい"", ""十杯 じゅっぱい""]}",~杯(はい/ぱい) ~잔,N5
조수사,counter,~倍,ばい,~배,,,"{""counter_table"": [""一倍 いちばい"", ""二倍 にばい"", ""三倍 さんばい"", ""四倍 よんばい"", ""五倍 ごばい"", ""六倍 ろくばい"", ""七倍 ななばい"", ""八倍 はちばい"", ""九倍 きゅうばい"", ""十倍 じゅうばい""]}",~倍(ばい) ~배,N5
조수사,counter,~本,ほん/ぽん/ぼん,"~자루, ~병 (가늘고 긴 것을 셀 때)",,,"{""counter_table"": [""一本 いっぽん"", ""二本 にほん"", ""三本 さんぼん"", ""四本 よんほん"", ""五本 ごほん"", ""六本 ろっぽん"", ""七本 ななほん"", ""八本 はっぽん"", ""九本 きゅうほん"", ""十本 じゅっぽん""]}",~本(ほん/ぽん/ぼん) ~자루,N5
조수사,counter,~枚,まい,~장 (얇고 평평한 것을 셀 때),,,"{""counter_table"": [""一枚 いちまい"", ""二枚 にまい"", ""三枚 さんまい"", ""四枚 よんまい"", ""五枚 ごまい"", ""六枚 ろくまい"", ""七枚 ななまい"", ""八枚 はちまい"", ""九枚 きゅうまい"", ""十枚 じゅうまい""]}",~枚(まい) ~장,N5
조수사,counter,~人,にん,~명 (사람을 셀 때),,,"{""counter_table"": [""一人 ひとり"", ""二人 ふたり"", ""三人 さんにん"", ""四人 よにん"", ""五人 ごにん"", ""六人 ろくにん"", ""七人 ななにん/しちにん"", ""八人 はちにん"", ""九人 きゅうにん"", ""十人 じゅうにん""]}",~人(にん) ~명,N5
조수사,counter,~匹,ひき,~마리 (동물을 셀 때),,,"{""counter_table"": [""一匹 いっぴき"", ""二匹 にひき"", ""三匹 さんびき"", ""四匹 よんひき"", ""五匹 ごひき"", ""六匹 ろっぴき"", ""七匹 ななひき"", ""八匹 はっぴき"", ""九匹 きゅうびき"", ""十匹 じゅっぴき""]}",~匹(ひき) ~마리,N5
동사,verb,会う,あう,만나다,駅で友だちに会う。,역에서 친구를 만나다.,,会う 만나다 駅で友だちに会う。 역에서 친구를 만나다. あう,N5
동사,verb,上がる,あがる,"오르다, 올라가다",エスカレーターで上がる。,에스컬레이터로 올라가다.,,上がる 오르다. 올라가다 エスカレーターで上がる 에스컬레이터로 올라가다. あがる,N5
동사,verb,開く,あく,열리다,ドアが開いている。,문이 열려 있다.,,開く 열리다 ドアが開いている。 이 열려 있다. あく,N5
동사,verb,開ける,あける,열다,窓を開ける。,창문을 열다.,,開ける 열다 窓を開ける。 창문을 열다. あける,N5
동사,verb,上げる,あげる,올리다,部屋の温度を上げる。,방의 온도를 올리다.,,上げる 올리다 部屋の温度を上げる。 방의 온도를 올리다. あげる,N5
동사,verb,あげる,あげる,주다,友だちにプレゼントをあげる。,친구에게 선물을 주다.,,あげる 주다 友だちにプレゼントをあげる。 친구에게 선물을 주다. あげる,N5
동사,verb,遊ぶ,あそぶ,놀다,友だちの家に遊びに行く。,친구 집에 놀러가다.,,遊ぶ 놀다 友だちの家に遊びに行く 친구 집에 놀러가다. あそぶ,N5
동사,verb,あびる,あびる,"뒤집어쓰다, 끼얹다 (샤워하다)",シャワーをあびる。,샤워하다.,,あびる 뒤집어쓰다. 끼얹다 シャワーをあびる 샤워하다.,N5
동사,verb,洗う,あらう,씻다,顔を洗う。,세수하다 (얼굴을 씻다).,,洗う 씻다 顔を洗う。 세수하다(얼굴을 씻다). あらう,N5
동사,verb,ある,ある,있다 (사물),つくえの上に本がある。,책상 위에 책이 있다.,,ある 있다 つくえの上に本がある 책상 위에 책이 있다. ある,N5
동사,verb,歩く,あるく,걷다,学校まで歩いて行く。,학교까지 걸어가다.,,歩く 걷다 学校まで歩いて行く。 학교까지 걸어가다. あるく,N5
동사,verb,言う,いう,말하다,親の言うことを聞く。,부모가 하는 말을 듣다.,,言う 말하다 親の言うことを聞く。 부모가 하는 말을 듣다. いう,N5
동사,verb,行く,いく,가다,毎朝会社へ行く。,매일 아침 회사에 간다.,,行く 가다 毎朝会社へ行く 매일 아침 회사에 간다. いく,N5
동사,verb,要る,いる,필요하다,時間とお金が要る。,시간과 돈이 필요하다.,,要る 필요하다 時間とお金が要る。 시간과 돈이 필요하다. いる,N5
동사,verb,いる,いる,"있다 (사람, 동물)",私は5時まで会社にいます。,나는 5시까지 회사에 있습니다.,,いる 있다 私は5時まで会社にいます。 나는 5시까지 회사에 있습니다. いる,N5
동사,verb,入れる,いれる,넣다,コップに水を入れる。,컵에 물을 넣다.,,入れる 넣다 コップに水を入れる。 컵에 물을 넣다. いれる,N5
동사,verb,歌う,うたう,노래하다,歌を歌う。,노래를 부르다.,,歌う 노래하다 歌を歌う。 노래를 부르다. うたう,N5
동사,verb,生まれる,うまれる,태어나다,女の子が生まれる。,여자 아이가 태어나다.,,生まれる 태어나다 女の子が生まれる。 여자 아이가 태어나다. うまれる,N5
동사,verb,売る,うる,팔다,安く売る。,싸게 팔다.,,売る 팔다 安く売る。 싸게 팔다. うる,N5
동사,verb,起きる,おきる,일어나다,毎朝6時に起きる。,매일 아침 6시에 일어난다.,,起きる 일어나다 毎朝6時に起きる。 매일 아침 6시에 일어난다. おきる,N5
동사,verb,置く,おく,"놓다, 두다",テーブルの上に新聞を置く。,테이블 위에 신문을 두다.,,置く 놓다. 두다 テーブルの上に新聞を置く。 테이블 위에 신문을 두다. おく,N5
동사,verb,教える,おしえる,가르치다,ピアノを教える。,피아노를 가르치다.,,教える 가르치다 ピアノを教える。 피아노를 가르치다. おしえる,N5
동사,verb,押す,おす,"누르다, 밀다",ドアを押して開ける。,문을 밀어서 열다.,,押す 누르다. 밀다 ドアを押して開ける。 문을 밀어서 열다. おす,N5
동사,verb,覚える,おぼえる,"기억하다, 외우다",名前を覚える。,이름을 외우다.,,覚える 기억하다. 외우다 名前を覚える。 이름을 외우다. おぼえる,N5
동사,verb,泳ぐ,およぐ,헤엄치다,海で泳ぐ。,바다에서 헤엄치다.,,泳ぐ 헤엄치다 海で泳ぐ。 바다에서 헤엄치다. およぐ,N5
동사,verb,降りる,おりる,"내리다, 내려가다",階段を降りる。,계단을 내려가다.,,降りる 내리다. 내려가다 階段を降りる。 계단을 내려가다. おりる,N5
동사,verb,終わる,おわる,끝나다,夏休みが終わる。,여름 휴가가 끝나다.,,終わる 끝나다 夏休みが終わる。 여름 휴가가 끝나다. おわる,N5
동사,verb,買う,かう,사다,たばこを買う。,담배를 사다.,,買う 사다 たばこを買う。 담배를 사다. かう,N5
동사,verb,返す,かえす,"돌려주다, 반납하다",図書館に本を返す。,도서관에 책을 반납하다.,,返す 돌려주다. 반납하다 図書館に本を返す。 도서관에 책을 반납하다. かえす,N5
동사,verb,帰る,かえる,"돌아가다, 돌아오다",家に帰る。,집으로 돌아가다.,,帰る 돌아가다. 돌아오다 家に帰る。 집으로 돌아가다. かえる,N5
동사,verb,かかる,かかる,걸리다,家から会社まで1時間かかる。,집에서 회사까지 1시간 걸린다.,,かかる 걸리다 家から会社まで1時間かかる。 집에서 회사까지 1시간 걸린다.,N5
동사,verb,書く,かく,쓰다,紙に名前を書く。,종이에 이름을 쓰다.,,書く 쓰다 紙に名前を書く。 종이에 이름을 쓰다. かく,N5
동사,verb,貸す,かす,빌려주다,お金を貸す。,돈을 빌려주다.,,貸す 빌려주다 お金を貸す。 돈을 빌려주다. かす,N5
동사,verb,かぶる,かぶる,쓰다 (모자),帽子をかぶる。,모자를 쓰다.,,かぶる (모자를) 쓰다 帽子をかぶる。 모자를 쓰다.,N5
동사,verb,借りる,かりる,빌리다,図書館で本を借りる。,도서관에서 책을 빌리다.,,借りる 빌리다 図書館で本を借りる。 도서관에서 책을 빌리다. かりる,N5
동사,verb,消える,きえる,"사라지다, 꺼지다",火が消える。,불이 꺼지다.,,消える 사라지다. 꺼지다 火が消える。 불이 꺼지다. きえる,N5
동사,verb,聞く,きく,듣다,ニュースを聞く。,뉴스를 듣다.,,聞く 듣다 ニュースを聞く。 뉴스를 듣다. きく,N5
동사,verb,聞く,きく,묻다,,,,聞く 묻다 きく,N5
동사,verb,来る,くる,오다,友だちが遊びに来る。,친구가 놀러오다.,,来る 오다 友だちが遊びに来る。 친구가 놀러오다. くる,N5
동사,verb,消す,けす,"지우다, 끄다",テレビを消す。,텔레비전을 끄다.,,消す 지우다. 끄다 テレビを消す。 텔레비전을 끄다. けす,N5
동사,verb,答える,こたえる,대답하다,大きな声で答える。,큰 소리로 대답하다.,,答える 대답하다 大きな声で答える。 큰 소리로 대답하다. こたえる,N5
동사,verb,困る,こまる,"곤란하다, 어려움을 겪다",お金に困る。,돈에 어려움을 겪다.,,困る 곤란하다. 어려움을 겪다 お金に困る。 돈에 어려움을 겪다. こまる,N5
동사,verb,咲く,さく,피다,庭に花が咲く。,정원에 꽃이 피다.,,咲く 꽃이 피다 庭に花が咲く。 정원에 꽃이 피다. さく,N5
동사,verb,死ぬ,しぬ,죽다,病気で死ぬ。,병으로 죽다.,,死ぬ 죽다 病気で死ぬ。 병으로 죽다. しぬ,N5
동사,verb,閉まる,しまる,닫히다,ドアが閉まる。,문이 닫히다.,,閉まる 닫히다 ドアが閉まる。 문이 닫히다. しまる,N5
동사,verb,締める,しめる,매다 (넥타이 등),ネクタイを締める。,넥타이를 매다.,,"締める (끈, 넥타이를) 매다 ネクタイを締める。 넥타이를 매다. しめる",N5
동사,verb,閉める,しめる,닫다,窓を閉めて寝る。,창문을 닫고 자다.,,閉める 닫다 窓を閉めて寝る。 창문을 닫고 자다. しめる,N5
동사,verb,吸う,すう,"들이마시다, 피우다",たばこを吸う。,담배를 피우다.,,吸う 들이마시다 たばこを吸う。 담배를 피우다. すう,N5
동사,verb,住む,すむ,"살다, 거주하다",東京に住んでいる。,도쿄에 살고 있다.,,住む 살다. 거주하다 東京に住んでいる。 도쿄에 살고 있다. すむ,N5
동사,verb,する,する,하다,食事をする。,식사를 하다.,,する 하다 食事をする。 식사를 하다.,N5
동사,verb,座る,すわる,앉다,いすに座る。,의자에 앉다.,,座る 앉다 いすに座る。 의자에 앉다. すわる,N5
동사,verb,出す,だす,"내다, 꺼내다",かばんから本を出す。,가방에서 책을 꺼내다.,,出す 내다. 꺼내다 かばんから本を出す。 가방에서 책을 꺼내다. だす,N5
동사,verb,立つ,たつ,"서다, 일어서다",ドアの前に立つ。,문 앞에 서다.,,立つ 서다. 일어서다 ドアの前に立つ。 문 앞에 서다. たつ,N5
동사,verb,食べる,たべる,먹다,ご飯を食べる。,밥을 먹다.,,食べる 먹다 ご飯を食べる。 밥을 먹다. たべる,N5
동사,verb,使う,つかう,사용하다,ボールペンを使って書く。,볼펜을 사용해서 쓰다.,,使う 사용하다 ボールペンを使って書く 볼펜을 사용해서 쓰다. つかう,N5
동사,verb,作る,つくる,만들다,木でいすを作る。,나무로 의자를 만들다.,,作る 만들다 木でいすを作る。 나무로 의자를 만들다. つくる,N5
